org,company,og_id
Boon Wood Mining Company,Boon Wood Mining Company,22304
Cue Onglidenagt Fihance,Cue Onglidenagt Fihance,22305
Egyptran Development Syndicate Limited,Egyptran Development Syndicate Limited,22306
Argane Mining Co.,Argane Mining Co.,22307
Ross Mining &. Milling Co.,Ross Mining &. Milling Co.,22308
Grand Mogul Mining Company,Grand Mogul Mining Company,22309
Tonopah Gypsy Queen Mining Co.,Tonopah Gypsy Queen Mining Co.,22310
Baron Gold Mining Syndicate Limited,Baron Gold Mining Syndicate Limited,22311
Subsidiary Of Kyshtim Corporation Limited London,NA,22312
Lith Gow Valley Colliery Co.,Lith Gow Valley Colliery Co.,22313
Eureka Exploration Company,Eureka Exploration Company,22314
Eureka Exploration Co Eureka San Juan Co,NA,22315
Redjang Lebong Mining Company,NA,22316
Rhodesia And Congo Belge Mine,NA,22317
New Chaffers Company,NA,22318
The Poderosa Mining Company,NA,22319
Poderqsa Mining Limited,NA,22320
Lucia Mining Co.,Lucia Mining Co.,22321
Ophir Range Gold Mining Co.,Ophir Range Gold Mining Co.,22322
Mcalpine Mines Co.,Mcalpine Mines Co.,22323
Takeuchi Mining Co,NA,22324
Golden Inc,NA,22325
Cilrhedyn Anthracite Colllerles Limited,Cilrhedyn Anthracite Colllerles Limited,22326
Hexworthy Company,Hexworthy Company,22327
Helderfonte Land And Mini Syn,Helderfonte Land And Mini Syn,22328
"Rand Mines, Limited, Johannesburg. Ah","Rand Mines, Limited, Johannesburg. Ah",22329
Harton Companionably Limited,NA,22330
Societe Anonyme Des Mines De,Societe Anonyme Des Mines De,22331
Lubimoff Solvay Company,NA,22332
New Boddington Gold Mining Syndicate,New Boddington Gold Mining Syndicate,22333
Bingham Central Mining Company,Bingham Central Mining Company,22334
"National Mines, Limited, Cobalt. Fgp","National Mines, Limited, Cobalt. Fgp",22335
Union Leasing Company,Union Leasing Company,22336
Union Leasing Co.,Union Leasing Co.,22337
Mex Sampler Ray Consolidated Copper Co,NA,22338
Cyprus Mines Corporation,NA,22339
Northern California Mining & Dev. Co,Northern California Mining & Dev. Co,22340
New Ravens Wood Limited,NA,22341
Santa Eulalia Exploration Company,Santa Eulalia Exploration Company,22342
Jackson Stone Quarries Limited James,Jackson Stone Quarries Limited James,22343
Block Hamjgtqgqjl Lim,Block Hamjgtqgqjl Lim,22344
Big Butte Copper Co.,Big Butte Copper Co.,22345
Parkins Colliery Limited,Parkins Colliery Limited,22346
Spur Company,NA,22347
Wisconsin Bridge Iron Company,NA,22348
Rutan Coolidge Architects,NA,22349
Gladiator War Eagle Mining Co,Gladiator War Eagle Mining Co,22350
War Eagle Gladiator Mines Crown King Lc,NA,22351
Big Giant Gold Mining Company,Big Giant Gold Mining Company,22352
West Virginia Short Line,NA,22353
Powell Tillery Steam Col Limited,NA,22354
Greenside Mining Company,Greenside Mining Company,22355
Old Colony Zinc & Smelting Company,Old Colony Zinc & Smelting Company,22356
Duffryn Rhondda Colliery Cmpany Limited,Duffryn Rhondda Colliery Cmpany Limited,22357
"Jacob Mine, Junction City. Lc","Jacob Mine, Junction City. Lc",22358
Esmeralda Copper Co.,Esmeralda Copper Co.,22359
Manager Taylor Fibre Company,NA,22360
"Critic Mine, Wenden. ' , 123","Critic Mine, Wenden. ' , 123",22361
New Stockton Mining Co.,New Stockton Mining Co.,22362
Sultana Mining Company,Sultana Mining Company,22363
Sultana Mining Co Angels Camp Calaveras Co,NA,22364
Big Casino Gold Mining Company,Big Casino Gold Mining Company,22365
Big Casino Gold Mining Co,Big Casino Gold Mining Co,22366
Big Casino Gold Mining Co.,Big Casino Gold Mining Co.,22367
"Reeve Dobie Silver Mines, Ltd.","Reeve Dobie Silver Mines, Ltd.",22368
Secretary Jacobs Brothers Company,NA,22369
Allis Chalmers Manufacturing Company,NA,22370
P Sunnybrook Inc,NA,22371
Asbestos Crude & Fibre Mfg. Co. Ltd,Asbestos Crude & Fibre Mfg. Co. Ltd,22372
Columbus Consolidated Mining Company,Columbus Consolidated Mining Company,22373
South Columbus Consolidated Mining Company,South Columbus Consolidated Mining Company,22374
Columbus Cons Mining Co Alta Salt Lake Co,NA,22375
Minnesota & Arizona Gold Mining Company,Minnesota & Arizona Gold Mining Company,22376
Gulf Coast Dredging Company,NA,22377
National Geophysical Company,NA,22378
Aniline Department New York And Boston Dyewood Co,NA,22379
South Bethlehem,NA,22380
Larkin Mine,NA,22381
Stevena Inst Of Technology,NA,22382
"Gallia Mine, Sawyers Bar. Lc","Gallia Mine, Sawyers Bar. Lc",22383
Mzaita Phosphates Co.,Mzaita Phosphates Co.,22384
Alabama Steel & Wire Company,Alabama Steel & Wire Company,22385
"Bette Gold Mine, Pilg Rims Rest","Bette Gold Mine, Pilg Rims Rest",22386
Ala Water Service Company,NA,22387
Tuolumne Copper Mining Co Butte Dhd Incorp,NA,22388
Mogul Mining Co,NA,22389
Nevada Hill Mining Co,NA,22390
New York And Honduras Rosario Mining Co,NA,22391
El Salvador Silver Mines Co,NA,22392
Silver Mining Company,NA,22393
Montana Oreway Mining Co.,Montana Oreway Mining Co.,22394
Providencia Mining Co.,Providencia Mining Co.,22395
Manager Jakobson Shipyard Inc,NA,22396
South Africa Limited,South Africa Limited,22397
Prince Wales Tin Mine Limited Nicoisod,Prince Wales Tin Mine Limited Nicoisod,22398
Pheenix Roll Works,NA,22399
Durham Coal And Coke Company,NA,22400
U S Treasury Mining Co Chloride Socorro Co,NA,22401
James Mining & Milling Co,James Mining & Milling Co,22402
Care Of Pm,NA,22403
"Murphy & Geaney Mine, Wolfram. Fg","Murphy & Geaney Mine, Wolfram. Fg",22404
Granville Colliery Company,Granville Colliery Company,22405
Perkins Electric Switch Manufacturing Co,NA,22406
Sybu Syndicate Limited Naraguta Bauchi Lg,NA,22407
"Oroyo Links, Limited, Kalgoorlie. Ch","Oroyo Links, Limited, Kalgoorlie. Ch",22408
Dua Nigeria Tin Fields Limited Naraguta Lg,NA,22409
Saalsaa Mining Company,Saalsaa Mining Company,22410
Carthage Fuel Company,Carthage Fuel Company,22411
Carthage Fuel Co Carthage Socorro Co,NA,22412
Direct Line Coal Co Mentmore Mckinley Co,NA,22413
United States Copper Co.,United States Copper Co.,22414
"Defiance Coal Co.,Gallup, Mckinley Co.","Defiance Coal Co.,Gallup, Mckinley Co.",22415
Direct Line Coal Co Mentmore M Kinley Co,NA,22416
Nova Scotia Gold Mines Limited,Nova Scotia Gold Mines Limited,22417
The Jimulco Mining Co.,The Jimulco Mining Co.,22418
State Inspector Of Illuminating Gas And Gas Meters,NA,22419
Beni-Felkai Mining Co.,Beni-Felkai Mining Co.,22420
Postleth Waite Mine Moor Row Cumberland Eh,NA,22421
Viloro Syndicate Limited.,Viloro Syndicate Limited.,22422
Vilora Syndicate Limited Oroville Butte Co,NA,22423
Durham C C Company,NA,22424
Haenertsburg Gold Copper Limited Pietersburg,NA,22425
Providence Steel Casting Co,NA,22426
Of Castings Sales,NA,22427
Leeuw Poort African Farms Tin,Leeuw Poort African Farms Tin,22428
S Office New York New Haven Hartford R R,NA,22429
American Investment,NA,22430
Anglo Americgn Corpn South African Limited,NA,22431
British American Oil Company,NA,22432
Eqpada Mines Co,Eqpada Mines Co,22433
Big Dipper Mining & Milling Company,Big Dipper Mining & Milling Company,22434
Estimator Jandris Construction Company,NA,22435
Mineral Point Zinc Company,Mineral Point Zinc Company,22436
Cnew Jersey Zinc Company,Cnew Jersey Zinc Company,22437
Occidental Hotel,NA,22438
Consolidated Groups Copper,NA,22439
Bullion Dredge Company,Bullion Dredge Company,22440
Centerville Dredging Company,Centerville Dredging Company,22441
Barquera Mining Syndicate Limited,Barquera Mining Syndicate Limited,22442
Porkellis Tin Mines Limited,NA,22443
Llano Gold Co.,Llano Gold Co.,22444
Aschoff & Co.,Aschoff & Co.,22445
Janson Steel &. Iron Co.,Janson Steel &. Iron Co.,22446
Fuego Gold Syndicate Limited,Fuego Gold Syndicate Limited,22447
East Beterasawmy Limited,East Beterasawmy Limited,22448
Colliery Investment Trust Limited,Colliery Investment Trust Limited,22449
Darymusu West Coastrdeatelopmenrr Company,NA,22450
Bradley Hall Collier Limited,NA,22451
West Colasr Development,West Colasr Development,22452
Albion Mining Limited Ibb,Albion Mining Limited Ibb,22453
Mexican Chemical And Metallurgical Corp,Mexican Chemical And Metallurgical Corp,22454
Austral Development Syndicate Limited Flo,Austral Development Syndicate Limited Flo,22455
Bryn Lais Colliery Limited,Bryn Lais Colliery Limited,22456
American Bridge Co Of New York,NA,22457
Adams Ashanti Exploration Syndicate,Adams Ashanti Exploration Syndicate,22458
Mineral Farm Mining Co.,Mineral Farm Mining Co.,22459
Empire Tunnel Gold Mining Transportation Company,NA,22460
Julia Mining Co.,Julia Mining Co.,22461
Pilling And Crane,NA,22462
In Royal School Mine,NA,22463
Mining Engineering University,NA,22464
Grand Junction Gold Company,NA,22465
Portland Cement Ltd,NA,22466
Knight Hyde Mining Co Good Springs Clark Co,NA,22467
Star Brass Manufacturing Company,NA,22468
Yehi Ciilil Yies Wombwell Main,Yehi Ciilil Yies Wombwell Main,22469
Bedford United Mining Company,Bedford United Mining Company,22470
Bellingham Coal M Co Bellingham Whatcom Co,NA,22471
La Dura Mining Co.,La Dura Mining Co.,22472
Mount Kembla Collieries Limited Mount Kembla Dh,NA,22473
Athens Rhodesia Development Limited,Athens Rhodesia Development Limited,22474
Cananea Cons Copper Co,NA,22475
Elizabeth Arden Inc,NA,22476
Tuscarora Mining 8:. Milling Co.,Tuscarora Mining 8:. Milling Co.,22477
Andes M Company,NA,22478
Spencer Thermostat Company,NA,22479
"Cia. Minera Chontalpan Y Anexas, S. A.","Cia. Minera Chontalpan Y Anexas, S. A.",22480
New Minnie Moxham Gold Mining Co.,New Minnie Moxham Gold Mining Co.,22481
"Cia. Minera San Geronimo, S.a.","Cia. Minera San Geronimo, S.a.",22482
Black Hawk Consolidated Mining Co.,Black Hawk Consolidated Mining Co.,22483
Diimnington Main Coal Company,Diimnington Main Coal Company,22484
The Iron And,NA,22485
Byllesby And Company,NA,22486
Libby And Nelson Co,NA,22487
College,NA,22488
Contracting Corporation,NA,22489
The Pan Motor Co,NA,22490
Arthur Mining Co,NA,22491
Paul Minn Computer Minnesota State Highway Department,NA,22492
Mesabi Iron Co,NA,22493
Consolidated Construction Co,NA,22494
Allouez Mining Co.,Allouez Mining Co.,22495
Centennial Copper Mining Co.,Centennial Copper Mining Co.,22496
Nixon-Nevada Mining Co.,Nixon-Nevada Mining Co.,22497
South Yuba Mining & Development Company,South Yuba Mining & Development Company,22498
South American Mines And Minerals,South American Mines And Minerals,22499
New Chum Coal Mining Co.,New Chum Coal Mining Co.,22500
"Avino Mines, Limited, Gabriel. B.","Avino Mines, Limited, Gabriel. B.",22501
North Davidson Mines Limited South Porcupine Mgp,NA,22502
"Beaumont Gold Mines, Ltd.","Beaumont Gold Mines, Ltd.",22503
Csub. Of National Radium Products Co,Csub. Of National Radium Products Co,22504
Chambers-Ferland Mining Co.,Chambers-Ferland Mining Co.,22505
Jeffreys Coal & Mining Co,Jeffreys Coal & Mining Co,22506
Toronto Rhodesia Syndicate Limited Umtal Lg,NA,22507
London Trtoratto Syndicate Limited,London Trtoratto Syndicate Limited,22508
Caffiliation Hanging Rock Iron Co,Caffiliation Hanging Rock Iron Co,22509
Aiiiliation Of Union Furnace Co.,Aiiiliation Of Union Furnace Co.,22510
Jeffryes Fuel Co Trinidad Las Animas Co,NA,22511
Jeffryes Fuel Co,Jeffryes Fuel Co,22512
Dinnington Main Coal Company,NA,22513
Csub. Or National Radium Products Co,Csub. Or National Radium Products Co,22514
Nanoose Wellington Coal Co.,Nanoose Wellington Coal Co.,22515
Plasyco Colli Ertes Com Pan,Plasyco Colli Ertes Com Pan,22516
Vale Quarries Limited,Vale Quarries Limited,22517
Tir Pentwys Black Company,Tir Pentwys Black Company,22518
Building Construction,NA,22519
Virtue Con Mines,NA,22520
El Oro Mining & Railway Company,El Oro Mining & Railway Company,22521
Virtue Consolidated Mines Ltd,Virtue Consolidated Mines Ltd,22522
Department Eastman Kodak Company,NA,22523
Mexican English Syndicate Limited,Mexican English Syndicate Limited,22524
Gilpin Eureka Mining &. Milling Co,Gilpin Eureka Mining &. Milling Co,22525
Empire Coal Mining Co Aguilar Las Animas Co,NA,22526
Developing. Lucky Strike Mining Co,Developing. Lucky Strike Mining Co,22527
Canadian Copper Co,NA,22528
Metallurgist Pittsburg Forgings Company,NA,22529
Home Copper Co.,Home Copper Co.,22530
Plasycoed Colllelries Clmpany Limited,Plasycoed Colllelries Clmpany Limited,22531
East Arevalo Mexican Mining Company,East Arevalo Mexican Mining Company,22532
Pennington Mining Co.,Pennington Mining Co.,22533
Tamarack &. Custer Consolidated M. Co,Tamarack &. Custer Consolidated M. Co,22534
"Suffield Mines, Coaticook.","Suffield Mines, Coaticook.",22535
"Suffield Copper Mines, Sherbrooke. Mgp","Suffield Copper Mines, Sherbrooke. Mgp",22536
Norton Mining Co.,Norton Mining Co.,22537
Flora Bell Mining Co St Elmo Chaffee Co,NA,22538
Onwata Mining Company,Onwata Mining Company,22539
Golden Cochtli Tunnel Company,NA,22540
Colom Bian Mining & Exploration Co.,Colom Bian Mining & Exploration Co.,22541
United Mining & Holding Co,United Mining & Holding Co,22542
Times Mining Co.,Times Mining Co.,22543
Mogollon Gold And,NA,22544
Southwest Development Exploration Company,NA,22545
Petroleum Refiners,NA,22546
The Birkbeck Institute,NA,22547
Turin In Mine,NA,22548
Student In Mining And Mine,NA,22549
The Italian Geological Society,NA,22550
Anglesea Coalfields Limited,Anglesea Coalfields Limited,22551
Wernher Beit Company,NA,22552
Grand Gulch Mining Company,Grand Gulch Mining Company,22553
Grand Gulch Mining Co St Thomas Clark Co,NA,22554
Pigg Peak Gold Mining Company,NA,22555
Hale Mining & Milling Company,Hale Mining & Milling Company,22556
Jennings Dredging Co Elk City Idaho Co,NA,22557
"Idaho Dredging Co., Elk City, Idaho Co.","Idaho Dredging Co., Elk City, Idaho Co.",22558
Spaulding Jennings Company,NA,22559
H Eckstein Company,NA,22560
Hanover Bessemer Iron &. Copper Co.,Hanover Bessemer Iron &. Copper Co.,22561
Max Delta Gold Mining Co.,Max Delta Gold Mining Co.,22562
C H V T Railway,NA,22563
Draftsman Lockheed Aircraft Corp,NA,22564
Mineral Flat Mining Co Carbonate Utah Co,NA,22565
Cleveland &. Central City Mining Co,Cleveland &. Central City Mining Co,22566
Mineral Flat Mining Co.,Mineral Flat Mining Co.,22567
Miller Hill Mining Co.,Miller Hill Mining Co.,22568
Selma Mines Co.,Selma Mines Co.,22569
Prentice Auto Company,NA,22570
Independent Smelting Co,Independent Smelting Co,22571
Ninety Nine Copper Co Good Springs Clark Co,NA,22572
Joyce Mining Co.,Joyce Mining Co.,22573
Manager Aluminum Container Corp,NA,22574
Representative Ethyl Gasoline Corp,NA,22575
New Ariston Gold Mining Company,New Ariston Gold Mining Company,22576
African Farms Limited Welg Evonden Waterberg Ch,NA,22577
Norton Emery Wheel Company,NA,22578
Shartle Brothers Machine Company,NA,22579
Chemist Inter Chemical Corp,NA,22580
New Jersey Concentrating Co,New Jersey Concentrating Co,22581
Cascade Copper Mining Company,Cascade Copper Mining Company,22582
New Barnet,NA,22583
U S Consul,NA,22584
The National Supply Company,NA,22585
Super American Engineering Company,NA,22586
Wilkes,NA,22587
Sonora Mining Company,Sonora Mining Company,22588
Ratgoed Quarries Limited,Ratgoed Quarries Limited,22589
Calumet I S Company,NA,22590
Sterling Coal Co.,Sterling Coal Co.,22591
Echo Gold Mining Co.,Echo Gold Mining Co.,22592
Thunder Mountain Gold Reef Mining,Thunder Mountain Gold Reef Mining,22593
Mountain Lion Mine Davidson Via Grants Pass,NA,22594
Japan Flora Mines & Tunnel Co,Japan Flora Mines & Tunnel Co,22595
Jewell Tunnel Mining Co Garfield Chaffee Co,NA,22596
Breitung Hematite Mining Co.,Breitung Hematite Mining Co.,22597
Mary Charlotte Mining Co.,Mary Charlotte Mining Co.,22598
University Of Maine,NA,22599
Experiments Eastman Kodak Company,NA,22600
Sunshine Mining &. Milling Co.,Sunshine Mining &. Milling Co.,22601
Sunshine Mining G Milling Co.,Sunshine Mining G Milling Co.,22602
Treasurer The Blosser Company,NA,22603
Manager Collet Construction Corp,NA,22604
Pentwyn Merthyr Coluery Limited,Pentwyn Merthyr Coluery Limited,22605
Hazel Gold Mining Company,Hazel Gold Mining Company,22606
Cia Min San Pascual De Las Adargas S A,NA,22607
D M Osborne Company,NA,22608
Hazel Gold Mining Co French Gulch Shasta Co,NA,22609
Westport Coal Co.,Westport Coal Co.,22610
Dos Estrellas Mining Co.,Dos Estrellas Mining Co.,22611
Canada Iron Foundries Limited Midland Dhd,NA,22612
"Canada Iron Foundries, Ltd.","Canada Iron Foundries, Ltd.",22613
Rowley Copper Mines Co,Rowley Copper Mines Co,22614
Societe Des Mines De Timezrit.,Societe Des Mines De Timezrit.,22615
Abosso Gold Minlng Company,NA,22616
Emily Copper Mines Limited,Emily Copper Mines Limited,22617
Cons Cariboo Hydraulic M Company,NA,22618
Consolidiated Ttqi Synilsatill,Consolidiated Ttqi Synilsatill,22619
"Consolidated Gold Fields Of S. A., Ltd.","Consolidated Gold Fields Of S. A., Ltd.",22620
"Monteleo Diamonds, Limited, Theron. Eg","Monteleo Diamonds, Limited, Theron. Eg",22621
London And Foreign Contract Corporation,London And Foreign Contract Corporation,22622
Mwrwg Vale Collieries Limited,Mwrwg Vale Collieries Limited,22623
New Pool Colliery Company,New Pool Colliery Company,22624
Sierra Mining Company,Sierra Mining Company,22625
"Sierra Mining Co., Pike, Sierra Co.","Sierra Mining Co., Pike, Sierra Co.",22626
Rossa Grande Gold Mining Company,Rossa Grande Gold Mining Company,22627
Tech Hughes Gold Mines Limited Kirkland Lake Dhd,NA,22628
The Bynea Steelworks Ltd,NA,22629
Lark Mining Co.,Lark Mining Co.,22630
Northwestern Mining Company,Northwestern Mining Company,22631
Manager Ferreira Gold Mining Company,NA,22632
The Association Of Mine,NA,22633
Manager Wemmer Gold Mining Company,NA,22634
Exploration And Gold Mining Company,NA,22635
December General,NA,22636
Ferretra Gold M N Nc Company,NA,22637
Consulting And General Mine,NA,22638
Flaxie Mines Co.,Flaxie Mines Co.,22639
Michigan & Montana Mining & Development Co,Michigan & Montana Mining & Development Co,22640
Blue Bird Mining Co Wickes Jefferson Co,NA,22641
British Columbia Copper Co Marcus Stevens Co,NA,22642
Alvarado Gold Mining Company,Alvarado Gold Mining Company,22643
Combination Mines Co.,Combination Mines Co.,22644
Arrowhead Mining Co.,Arrowhead Mining Co.,22645
Mine Feddeida Gold,NA,22646
Big Six Mining Company,Big Six Mining Company,22647
"Big Six Mining Co., Leadville, Lake Co.","Big Six Mining Co., Leadville, Lake Co.",22648
Ferreira G M Company,NA,22649
Godfrey Manufacturing Company,NA,22650
El Oro Gold Mining & Milling Co,El Oro Gold Mining & Milling Co,22651
Gold Cup Mining Co Tin Cup Gunnison Co,NA,22652
Penldeton Gomer Mines Co,Penldeton Gomer Mines Co,22653
"Johnnie Mine, Johnnie. Mgp","Johnnie Mine, Johnnie. Mgp",22654
